x1 x2 x3 x4 label
45 10 44 23 1
81 39 61 54 1
26 57 89 50 0
91 23 33 30 1
40 36 91 80 0
83 53 25 8 1
29 57 79 64 0
51 60 55 11 1
86 98 89 40 1
96 54 93 68 1
53 39 56 73 1
67 74 22 28 1
88 86 4 84 1
84 62 93 52 1
14 68 87 3 0
57 50 87 6 1
74 78 12 18 1
63 88 72 28 1
22 56 8 82 1
13 27 52 50 0
78 15 9 50 1
95 11 93 73 1
8 47 1 25 1
77 54 64 96 1
73 96 50 59 1
51 89 83 62 1
99 64 35 89 1
40 46 62 29 1
57 55 99 93 1
20 54 82 64 0
1 22 47 18 0
8 47 21 46 1
82 76 15 93 1
79 50 7 23 1
95 21 14 61 1
25 82 68 95 1
97 63 70 33 1
22 73 23 87 1
95 14 41 9 1
24 67 5 63 1
74 28 95 22 1
72 74 85 30 1
82 57 94 92 1
31 94 32 41 1
28 68 65 98 1
98 22 70 89 1
83 9 98 86 1
41 59 56 53 1
28 23 4 87 1
17 62 8 73 1
65 95 15 81 1
69 7 66 27 1
98 70 24 12 1
53 13 93 29 0
81 74 40 27 1
30 98 24 66 1
58 9 63 6 1
5 43 6 58 1
33 10 14 88 1
9 22 40 2 0
82 35 40 74 1
32 51 22 21 1
56 42 73 80 1
43 87 91 54 1
87 57 78 46 1
32 9 96 22 0
55 47 30 8 1
97 12 97 88 1
40 36 35 6 1
47 25 50 5 1
39 41 60 63 1
43 25 49 97 1
58 77 52 45 1
7 79 19 51 1
51 34 95 26 0
53 68 57 89 1
89 20 64 55 1
10 30 75 28 0
12 50 8 5 1
69 37 74 47 1
64 19 51 26 1
13 24 18 73 1
60 12 27 77 1
8 54 98 67 0
6 78 81 73 0
17 84 71 14 1
85 96 98 49 1
3 93 22 15 1
97 81 78 3 1
96 57 16 68 1
51 95 24 12 1
23 53 13 44 1
22 55 87 87 0
86 82 24 76 1
11 13 0 63 1
15 62 89 33 0
90 11 93 55 1
74 21 88 77 1
33 9 45 35 1
98 37 87 61 1
66 38 46 1 1
93 58 95 68 1
46 89 41 7 1
67 39 7 20 1
88 24 33 50 1
80 73 28 78 1
30 45 74 97 0
28 63 61 70 1
40 70 85 24 1
49 55 15 11 1
46 24 82 88 0
87 98 5 78 1
31 57 39 54 1
81 62 98 40 1
0 19 27 92 0
5 25 67 6 0
20 10 1 39 1
21 77 37 11 1
54 25 68 0 1
94 92 9 81 1
62 15 53 51 1
39 80 24 38 1
43 17 44 53 1
20 9 31 7 1
90 55 86 96 1
4 18 83 45 0
10 95 6 6 1
47 89 18 15 1
92 5 7 12 1
59 48 19 32 1
53 68 50 42 1
61 53 71 52 1
2 23 12 32 1
96 67 21 27 1
90 61 3 42 1
78 92 85 53 1
97 22 44 20 1
7 28 74 74 0
81 12 97 30 1
46 85 78 38 1
65 61 67 38 1
31 91 59 22 1
16 41 78 97 0
35 76 32 69 1
37 17 72 53 0
83 57 8 13 1
53 8 98 45 0
69 17 18 65 1
6 90 11 41 1
76 98 8 93 1
90 62 19 7 1
60 81 79 70 1
97 34 40 1 1
78 24 99 69 1
91 63 29 64 1
71 58 47 66 1
42 84 94 3 1
79 83 77 33 1
28 61 22 68 1
86 1 48 34 1
65 82 98 47 1
18 34 51 37 0
69 49 69 68 1
48 43 1 10 1
19 72 26 49 1
98 67 10 2 1
18 31 35 92 1
48 45 5 69 1
59 94 38 95 1
72 48 70 78 1
2 21 65 19 0
90 23 71 25 1
25 8 57 76 0
89 95 6 98 1
39 75 27 44 1
55 25 35 47 1
25 42 55 53 1
59 40 49 77 1
90 28 66 68 1
76 80 44 79 1
97 99 78 18 1
21 33 28 9 1
17 8 84 25 0
39 87 5 56 1
70 33 42 98 1
28 10 41 92 1
6 51 13 14 1
69 48 82 34 1
44 26 49 3 1
33 94 33 90 1
50 38 58 77 1
23 73 99 60 0
45 45 17 74 1
89 70 0 47 1
97 88 95 40 1
48 67 39 68 1
39 6 50 47 1
89 11 7 29 1
55 46 13 67 1
19 17 40 9 0
72 80 76 88 1
73 5 63 36 1
46 88 19 63 1
83 57 7 99 1
39 67 80 10 1
80 90 38 75 1
82 99 88 49 1
84 79 9 6 1
2 87 61 51 0
71 67 83 39 1
14 5 19 66 1
42 77 24 32 1
69 43 55 27 1
0 17 79 26 0
78 24 66 89 1
8 54 62 76 0
91 16 19 54 1
56 62 9 12 1
53 78 63 81 1
4 23 58 33 0
5 91 13 60 1
85 44 35 78 1
18 45 56 55 0
79 61 47 62 1
16 36 92 54 0
64 94 40 45 1
10 24 18 33 1
41 6 99 57 0
66 80 30 60 1
63 81 31 59 1
21 96 61 87 1
61 28 91 11 1
73 3 80 51 1
73 19 67 32 1
73 14 57 47 1
59 88 20 97 1
84 88 7 76 1
10 72 1 92 1
92 38 80 28 1
69 33 68 38 1
46 10 31 20 1
92 7 28 22 1
10 5 62 78 0
66 95 84 6 1
74 44 4 67 1
67 92 80 79 1
19 71 74 58 0
67 36 16 76 1
29 37 48 94 1
94 73 78 15 1
71 86 42 18 1
23 80 52 62 1
56 6 42 49 1
56 61 59 86 1
30 30 43 10 1
53 65 85 54 1
45 92 71 85 1
32 78 88 50 1
10 43 8 56 1
12 58 26 5 1
51 66 25 91 1
36 55 57 53 1
34 30 76 64 0
19 66 76 30 0
23 65 70 13 1
24 17 53 49 0
39 51 18 28 1
77 91 44 10 1
99 66 63 75 1
88 40 19 20 1
96 47 95 0 1
46 74 12 79 1
63 78 70 19 1
64 75 25 15 1
36 80 90 41 1
33 78 6 99 1
36 86 26 27 1
59 75 31 3 1
99 13 95 14 1
63 43 18 10 1
58 38 63 64 1
32 97 53 65 1
78 61 95 67 1
21 3 88 10 0
68 71 14 59 1
34 71 46 19 1
10 89 67 23 1
81 94 22 3 1
40 8 21 60 1
46 70 78 20 1
48 82 76 61 1
19 98 87 56 0
11 50 47 11 1
48 50 81 43 1
24 13 56 15 0
47 19 38 63 1
48 84 22 40 1
37 40 80 44 0
54 94 8 62 1
80 46 29 73 1
4 4 32 7 0
12 86 6 20 1
29 81 68 41 1
34 81 3 62 1
76 47 95 8 1
46 28 13 97 1
92 25 77 91 1
29 7 90 2 0
74 4 61 90 1
51 66 28 56 1
74 84 68 56 1
14 70 93 87 0
66 54 30 67 1
93 20 54 79 1
26 62 57 91 1
88 69 77 13 1
65 13 58 40 1
72 7 23 75 1
68 49 66 88 1
60 61 95 48 1
46 64 93 93 1
75 25 79 87 1
9 67 43 71 1
94 10 16 66 1
90 34 51 52 1
93 61 41 11 1
30 52 52 68 1
31 36 22 53 1
31 24 95 40 0
6 65 5 51 1
49 3 25 5 1
98 32 11 76 1
87 69 6 79 1
57 59 71 42 1
7 56 6 29 1
46 11 99 1 0
44 62 18 47 1
12 98 54 57 1
64 27 58 7 1
42 99 80 71 1
47 31 20 48 1
4 2 96 29 0
88 10 25 3 1
64 73 57 68 1
88 4 97 96 1
11 29 98 63 0
48 99 33 27 1
32 12 12 3 1
99 53 5 7 1
96 86 82 91 1
31 77 70 26 1
7 93 99 29 0
22 44 48 98 1
97 46 47 90 1
79 51 85 8 1
40 83 34 38 1
27 78 37 74 1
99 33 85 56 1
78 14 50 98 1
23 91 16 63 1
99 81 93 40 1
5 55 29 97 1
45 15 59 21 1
7 85 19 83 1
67 76 79 70 1
6 78 66 21 0
67 51 91 94 1
31 97 61 53 1
32 16 53 71 1
89 51 9 8 1
39 82 10 13 1
31 44 96 95 0
70 66 40 61 1
91 85 44 91 1
96 40 10 52 1
69 10 90 21 1
36 50 20 56 1
56 57 18 18 1
28 2 49 47 0
51 99 80 78 1
14 8 62 5 0
68 43 37 69 1
46 68 41 14 1
16 88 53 26 1
57 9 48 84 1
90 0 77 3 1
66 10 80 59 1
2 70 60 60 0
95 28 56 84 1
6 17 51 20 0
91 18 69 83 1
49 1 15 80 1
13 72 42 4 1
30 38 70 49 0
43 89 32 95 1
42 61 65 91 1
64 60 0 15 1
0 98 26 97 1
1 60 95 26 0
35 42 91 84 0
60 19 83 9 1
69 47 62 2 1
95 11 17 68 1
79 57 1 0 1
3 56 66 70 0
64 66 78 34 1
95 60 30 93 1
17 68 64 67 1
55 59 87 3 1
6 73 16 19 1
83 20 65 30 1
52 95 39 27 1
32 85 36 1 1
3 42 20 85 1
80 10 64 93 1
8 77 52 4 1
3 66 2 5 1
50 53 41 9 1
10 67 27 91 1
23 33 84 7 0
90 86 7 98 1
46 12 19 83 1
22 66 78 68 0
78 94 94 21 1
80 18 96 81 1
74 9 58 94 1
4 44 33 97 1
15 66 61 40 1
16 77 21 75 1
81 57 37 74 1
2 87 70 20 0
20 61 5 49 1
69 80 76 22 1
50 79 39 68 1
39 17 48 95 1
26 29 11 65 1
29 46 48 51 1
3 81 62 81 0
4 82 81 98 0
67 29 49 19 1
46 82 39 74 1
93 72 40 88 1
98 59 85 5 1
68 36 39 85 1
36 46 76 77 1
67 45 40 35 1
56 30 42 81 1
91 67 26 11 1
42 75 19 85 1
3 52 21 90 1
93 81 13 62 1
65 21 75 84 1
73 11 7 28 1
15 91 21 25 1
88 73 73 33 1
76 1 92 36 1
92 35 43 67 1
28 9 35 6 1
15 87 81 89 0
6 81 85 75 0
25 40 7 27 1
10 41 76 63 0
90 74 37 96 1
5 57 57 73 0
90 43 38 88 1
4 74 94 89 0
53 47 32 27 1
89 27 2 62 1
61 14 65 1 1
8 56 54 27 0
60 57 8 21 1
1 61 4 17 1
3 30 44 50 0
87 80 89 91 1
15 24 1 52 1
10 73 45 73 1
1 74 41 29 1
82 76 64 59 1
93 66 69 16 1
14 10 4 62 1
6 23 85 4 0
55 1 79 77 0
43 41 48 94 1
99 77 91 39 1
76 41 6 40 1
17 37 2 60 1
67 44 42 76 1
88 77 3 41 1
82 85 59 91 1
13 23 78 81 0
88 98 14 4 1
30 92 53 98 1
81 33 74 34 1
62 57 21 81 1
68 14 96 24 1
96 74 62 4 1
0 80 34 81 1
99 72 93 13 1
27 73 49 53 1
37 53 52 21 1
21 44 43 35 1
28 74 88 26 0
4 65 25 24 1
59 46 36 82 1
42 15 40 0 1
12 1 48 60 0
33 75 39 75 1
66 27 84 0 1
25 36 97 0 0
98 80 88 56 1
23 85 25 45 1
16 92 59 19 1
69 12 2 43 1
49 98 63 86 1
34 5 31 55 1
40 83 38 58 1
56 36 63 87 1
88 39 73 62 1
22 82 47 49 1
58 97 81 92 1
61 13 77 25 1
34 13 90 33 0
81 56 89 53 1
47 52 93 70 1
80 29 67 14 1
19 92 35 35 1
97 63 9 37 1
93 66 78 7 1
1 74 41 14 1
2 84 92 48 0
70 76 70 75 1
22 22 22 98 1
15 28 24 54 1
51 75 45 41 1
74 7 37 82 1
85 92 7 53 1
32 0 34 92 1
29 70 68 9 1
7 82 94 77 0
89 34 45 20 1
88 15 79 85 1
43 55 70 30 1
22 32 18 10 1
93 90 75 26 1
29 80 72 8 1
34 92 38 0 1
26 14 59 98 0
32 51 84 57 0
3 31 14 1 1
95 32 97 11 1
74 49 12 66 1
5 15 23 50 0
28 14 53 63 0
20 5 51 20 0
94 60 51 65 1
37 86 56 22 1
37 79 20 55 1
48 47 41 74 1
99 42 14 30 1
47 91 64 98 1
5 58 51 78 0
96 0 67 76 1
89 31 3 71 1
92 52 13 47 1
13 58 62 14 0
90 40 60 22 1
64 27 3 91 1
63 28 16 28 1
53 21 90 57 0
68 43 63 76 1
52 62 87 85 1
34 6 84 54 0
56 37 15 14 1
61 98 25 12 1
68 58 13 58 1
43 32 82 78 0
38 62 40 90 1
94 39 59 0 1
33 52 88 80 0
8 96 65 16 1
23 93 7 93 1
37 1 48 56 1
41 16 42 57 1
36 26 32 20 1
42 61 9 18 1
36 81 19 72 1
62 25 25 11 1
35 49 85 15 0
51 90 28 98 1
18 94 92 24 0
69 87 90 20 1
71 66 16 91 1
53 29 71 99 1
37 38 10 34 1
84 14 30 54 1
89 38 96 59 1
97 56 19 83 1
29 1 53 72 0
4 37 51 89 0
89 37 60 23 1
55 77 32 20 1
28 37 70 64 0
81 80 85 73 1
66 1 1 86 1
20 74 9 4 1
45 55 87 63 1
72 16 34 45 1
30 8 35 58 1
60 92 54 23 1
5 99 92 76 0
36 90 20 99 1
87 66 74 4 1
99 35 51 18 1
18 26 58 33 0
39 83 83 4 1
14 75 85 5 0
14 70 78 6 0
74 17 87 66 1
86 60 18 80 1
48 66 72 85 1
99 11 41 79 1
51 20 86 89 0
71 88 43 15 1
75 23 42 89 1
96 87 18 45 1
35 33 49 44 1
75 61 43 34 1
27 14 3 72 1
65 8 79 77 1
54 45 66 52 1
72 58 83 12 1
18 48 91 91 0
21 16 38 68 1
95 23 45 99 1
15 17 75 33 0
21 24 78 81 0
29 31 69 2 0
52 29 31 98 1
67 12 99 20 1
38 49 44 28 1
8 82 10 81 1
33 88 57 54 1
12 77 2 91 1
28 20 64 40 0
21 23 81 29 0
98 42 27 38 1
9 58 34 55 1
37 47 89 21 0
45 31 11 13 1
52 15 20 9 1
16 38 40 46 1
83 16 69 18 1
90 96 43 40 1
57 74 95 70 1
38 25 73 60 0
71 19 5 6 1
27 25 83 39 0
21 76 24 95 1
91 62 49 51 1
77 13 64 76 1
19 55 75 60 0
73 91 39 55 1
99 39 58 47 1
44 15 87 95 0
43 82 54 12 1
3 81 11 98 1
60 32 1 63 1
43 23 1 62 1
55 50 34 35 1
64 27 92 14 1
94 9 11 89 1
87 91 30 95 1
77 72 18 16 1
68 14 11 87 1
1 59 82 71 0
26 76 41 41 1
48 82 68 67 1
2 22 10 44 1
6 37 15 81 1
65 5 70 78 1
26 8 72 77 0
24 95 48 85 1
64 78 92 32 1
59 65 31 85 1
74 63 24 15 1
64 23 58 71 1
91 83 40 41 1
82 56 22 43 1
60 14 37 80 1
96 40 33 32 1
59 95 95 93 1
28 47 73 62 0
25 87 33 34 1
37 89 17 26 1
76 77 92 50 1
49 24 67 24 1
29 68 73 68 1
48 37 66 86 1
55 72 45 64 1
59 69 12 59 1
18 74 27 2 1
14 96 6 60 1
4 66 66 45 0
89 73 95 24 1
79 18 14 75 1
42 32 77 14 1
18 30 74 55 0
98 45 99 43 1
85 84 22 79 1
33 56 91 97 0
96 91 96 92 1
5 20 9 38 1
17 6 68 74 0
94 2 18 56 1
42 31 29 52 1
50 59 92 50 1
85 60 35 80 1
17 27 83 77 0
33 89 13 5 1
41 53 88 2 1
73 79 63 3 1
61 64 44 80 1
98 30 84 49 1
90 94 86 78 1
55 35 64 0 1
77 64 60 72 1
78 8 1 65 1
2 15 21 46 0
2 80 97 80 0
26 71 13 99 1
4 42 70 42 0
76 97 76 62 1
44 99 77 86 1
55 23 75 97 1
41 14 25 14 1
31 92 78 8 1
22 3 3 45 1
85 87 39 1 1
68 42 16 16 1
33 84 89 0 1
67 0 5 73 1
61 66 84 87 1
49 10 27 58 1
42 44 38 12 1
10 97 32 15 1
48 47 89 30 1
22 51 49 40 1
12 76 52 12 1
28 82 51 92 1
43 43 42 70 1
54 89 24 4 1
94 60 76 14 1
54 50 15 48 1
12 24 95 81 0
70 7 9 76 1
52 17 37 55 1
89 72 21 17 1
68 29 37 25 1
72 11 87 91 1
16 72 20 33 1
25 78 9 25 1
68 97 0 40 1
77 78 75 5 1
24 13 66 2 0
9 96 65 39 1
65 82 26 41 1
79 7 3 40 1
36 45 32 78 1
45 46 37 30 1
11 84 41 24 1
42 40 11 33 1
40 45 51 20 1
20 98 76 17 1
7 69 72 47 0
35 50 61 43 1
36 30 0 26 1
95 5 44 35 1
70 82 24 20 1
75 20 44 20 1
93 56 78 64 1
47 74 50 27 1
86 41 50 7 1
72 32 33 57 1
86 25 88 83 1
24 58 31 64 1
62 67 37 41 1
48 9 61 53 1
84 45 24 38 1
35 69 38 99 1
69 25 15 1 1
54 33 71 46 1
93 90 56 90 1
11 37 67 25 0
96 4 64 24 1
6 4 32 88 0
84 49 59 10 1
84 97 67 14 1
68 80 3 69 1
56 4 86 28 0
1 8 74 79 0
63 60 9 70 1
87 92 19 20 1
87 40 77 51 1
51 91 88 90 1
21 78 12 76 1
28 46 34 75 1
16 41 77 39 0
85 8 57 13 1
29 36 94 45 0
25 14 6 95 1
40 89 32 88 1
33 42 25 28 1
77 35 35 74 1
24 34 55 81 1
30 59 94 0 0
16 70 24 94 1
56 91 99 31 1
83 98 71 24 1
87 2 50 29 1
37 64 81 18 1
72 6 80 32 1
34 10 64 83 0
44 58 30 98 1
71 3 72 11 1
3 80 85 95 0
98 24 63 31 1
8 81 30 38 1
35 56 29 16 1
51 42 31 35 1
78 66 66 66 1
59 48 85 34 1
90 91 11 19 1
50 36 84 32 1
35 28 57 49 1
49 42 85 39 1
52 79 27 34 1
63 74 79 16 1
99 31 46 43 1
69 66 2 19 1
30 37 40 1 1
53 4 34 21 1
51 76 97 52 1
9 19 95 68 0
5 91 53 81 1
78 72 81 80 1
68 41 29 48 1
27 66 91 53 0
47 69 91 16 1
50 99 42 0 1
76 7 90 16 1
56 96 87 58 1
15 57 43 88 1
12 97 8 28 1
11 32 77 82 0
77 6 82 76 1
79 21 41 20 1
90 17 69 92 1
32 23 46 26 1
12 12 3 78 1
78 32 12 33 1
28 13 76 31 0
79 63 87 92 1
89 42 2 90 1
89 40 65 51 1
61 55 86 79 1
71 59 36 54 1
87 0 23 67 1
7 20 22 94 1
27 43 65 27 0
95 70 39 52 1
5 82 72 20 0
89 98 15 0 1
82 32 52 67 1
83 47 20 91 1
44 14 37 31 1
7 89 66 27 0
72 29 10 1 1
75 64 39 91 1
79 14 94 9 1
0 42 61 11 0
20 38 31 15 1
0 34 48 23 0
71 62 62 37 1
88 28 80 50 1
74 85 77 92 1
38 6 72 38 0
36 29 59 12 1
79 9 36 25 1
13 49 70 30 0
49 19 28 76 1
40 96 97 76 1
55 37 16 82 1
29 23 52 20 1
87 1 43 24 1
29 34 70 98 0
75 96 3 81 1
72 44 90 58 1
74 80 90 47 1
15 2 26 58 0
22 76 16 21 1
19 5 49 19 0
35 55 19 6 1
83 30 92 7 1
9 93 61 94 1
17 7 51 49 0
64 86 29 55 1
99 49 53 29 1
12 88 46 48 1
46 73 94 16 1
9 92 94 20 0
96 15 38 12 1
79 11 75 29 1
19 90 10 60 1
97 92 64 77 1
74 51 23 99 1
85 0 8 38 1
95 27 96 93 1
45 13 87 25 0
5 8 18 73 0
38 47 61 59 1
34 43 20 35 1
42 30 99 85 0
60 37 51 23 1
53 96 33 54 1
64 57 20 83 1
79 81 58 89 1
79 68 8 53 1
87 2 37 46 1
89 44 50 37 1
63 86 86 53 1
27 3 71 10 0
81 6 39 53 1
0 3 15 80 0
79 0 32 0 1
11 59 88 27 0
49 51 17 94 1
83 44 91 76 1
74 73 9 25 1
28 83 67 95 1
86 93 96 96 1
38 29 50 30 1
14 37 4 59 1
20 23 16 52 1
22 6 24 27 1
87 42 6 29 1
5 80 71 0 0
58 74 44 71 1
45 35 1 8 1
27 29 38 15 1
43 43 59 12 1
12 42 20 86 1
39 96 48 36 1
39 67 54 2 1
10 21 84 87 0
37 28 30 35 1
20 51 80 88 0
31 0 16 22 1
43 94 82 30 1
65 38 38 83 1
53 27 59 14 1
82 46 53 49 1
81 17 21 69 1
17 3 35 55 0
14 44 36 4 1
66 43 70 34 1
93 31 66 85 1
98 41 36 33 1
57 65 50 24 1
59 0 67 98 1
64 6 68 25 1
30 23 81 94 0
35 58 74 39 1
94 22 20 54 1
28 45 59 62 1
48 67 15 84 1
7 90 78 24 0
72 53 16 58 1
72 60 76 35 1
37 73 27 65 1
60 13 30 29 1
60 22 62 63 1
44 64 24 39 1
42 48 48 98 1
39 18 94 13 0
27 51 24 99 1
23 56 87 18 0
37 17 56 44 1
14 56 56 61 0
71 99 72 6 1
38 55 9 43 1
6 31 62 70 0
19 44 43 55 1
30 6 6 16 1
62 51 75 64 1
3 90 13 79 1
30 79 12 93 1
42 49 14 3 1
58 49 10 57 1
56 80 67 13 1
7 82 16 29 1
70 97 53 94 1
43 1 8 25 1
62 99 59 5 1
22 51 5 78 1
21 20 5 83 1
14 46 75 46 0
7 5 18 20 0
8 17 57 35 0
53 95 96 18 1
96 65 52 59 1
56 17 39 83 1
31 42 7 94 1
68 66 59 65 1
38 0 12 53 1
46 33 89 39 0
86 13 7 1 1
34 19 71 22 0
31 34 39 92 1
9 94 7 23 1
34 38 73 71 0
23 0 43 40 0
60 38 78 37 1
51 74 64 94 1
49 23 86 77 0
29 29 29 69 1
59 19 0 1 1
85 35 87 89 1
62 28 86 13 1
4 45 90 31 0
91 43 50 12 1
41 90 78 58 1
60 54 81 82 1
87 6 60 29 1
60 44 46 18 1
91 34 60 33 1
2 71 89 64 0
94 28 18 92 1
15 89 27 93 1
27 7 42 36 1
82 33 69 60 1
93 79 94 78 1
71 81 6 94 1
0 90 11 56 1
8 92 51 81 1
37 36 38 67 1
64 5 21 52 1
58 76 83 42 1
6 0 88 12 0
55 90 63 59 1
74 34 86 50 1
57 78 32 91 1
63 24 31 76 1
67 90 48 87 1
58 64 10 29 1
33 27 21 94 1
79 72 23 35 1
54 51 50 24 1
26 28 78 78 0
84 46 38 67 1
15 23 61 88 0
81 94 81 17 1
58 38 51 80 1
47 10 5 66 1
14 52 64 29 0
20 69 3 74 1
78 5 22 67 1
12 0 32 38 0
68 88 94 40 1
68 10 92 29 1
16 84 16 75 1
84 9 21 82 1
78 55 27 41 1
73 35 63 83 1
58 10 53 64 1
22 43 72 75 0
93 28 52 0 1
65 81 12 44 1
95 51 99 10 1
60 44 19 61 1
50 58 60 19 1
73 13 78 69 1
58 83 43 97 1
36 99 30 56 1
0 29 97 11 0
49 42 5 9 1
27 46 43 15 1
63 35 10 7 1
14 80 35 10 1
6 27 22 95 1
50 12 57 34 1
88 42 78 80 1
49 20 25 16 1
46 64 85 28 1
69 96 76 92 1
74 74 58 26 1
55 4 69 84 1
68 18 28 59 1
92 65 2 93 1
47 64 71 69 1
27 66 64 4 1
75 42 31 92 1
84 40 5 67 1
23 29 93 34 0
87 61 38 51 1
55 96 71 80 1
25 46 49 48 1
14 68 62 4 0
27 44 68 6 0
42 24 56 52 1
47 48 31 24 1
84 54 4 38 1
58 59 29 62 1
3 2 1 50 1
14 29 61 24 0
23 88 40 4 1
14 64 27 2 1
42 91 79 87 1
19 67 24 82 1
38 11 0 49 1
32 94 5 54 1
0 58 27 51 1
62 61 94 76 1
59 38 46 31 1
50 37 39 94 1
0 49 0 60 1
26 64 47 52 1
36 87 57 99 1
26 55 57 82 1
21 69 99 54 0
84 21 84 40 1
14 69 18 34 1
24 74 14 74 1
15 23 65 62 0
31 0 44 54 1
67 65 40 24 1
95 27 38 49 1
83 26 12 85 1
57 23 41 33 1
28 44 86 75 0
3 2 51 91 0
99 87 66 65 1
64 54 63 25 1
29 97 90 55 1
74 22 67 40 1
62 26 54 52 1
81 39 59 41 1
13 58 60 73 0
53 5 91 94 0
89 99 63 57 1
34 71 29 47 1
44 28 1 0 1
49 8 73 43 1
36 92 93 32 1
0 59 73 42 0
0 46 32 91 0
37 23 20 8 1
41 14 64 80 1
80 51 15 11 1
48 11 67 98 1
56 67 76 84 1
34 45 15 17 1
76 58 23 77 1
99 79 33 57 1
73 71 53 33 1
32 15 3 27 1
37 89 49 47 1
91 89 2 54 1
11 12 74 79 0
64 75 11 15 1
39 82 54 61 1
56 48 31 64 1
35 74 81 94 1
35 46 90 90 0
76 37 83 70 1
90 54 67 26 1
2 41 68 74 0
99 31 72 38 1
19 16 83 99 0
15 64 60 70 1
14 38 18 52 1
94 25 91 41 1
58 38 48 87 1
41 54 84 75 1
91 85 1 9 1
86 12 97 48 1
53 69 56 59 1
92 29 2 30 1
34 58 76 85 1
76 80 87 74 1
80 85 89 19 1
98 23 16 32 1
65 90 13 30 1
35 44 31 41 1
56 86 1 15 1
31 66 77 0 1
0 10 16 11 0
60 89 22 63 1
69 67 19 70 1
51 17 55 16 1
25 98 54 41 1
81 24 10 26 1
55 94 82 0 1
3 62 98 28 0
10 81 72 61 0
21 47 91 78 0
24 82 34 83 1
92 75 82 64 1
38 45 36 1 1
40 95 96 24 1
64 29 62 98 1
44 66 18 77 1
72 4 19 9 1
93 64 38 22 1
25 27 17 61 1
58 89 75 70 1
68 30 8 60 1
15 19 16 96 1
92 10 58 29 1
77 39 99 43 1
58 6 6 51 1
92 41 77 38 1
20 27 85 99 0
14 98 16 60 1
14 33 53 20 0
80 54 94 42 1
14 21 7 57 1
50 57 33 9 1
1 72 5 44 1
27 22 3 59 1
83 47 56 75 1
51 68 50 8 1
35 53 79 17 1
85 59 66 91 1
71 26 0 96 1
8 63 58 71 0
58 92 27 77 1
20 63 17 88 1
84 68 12 11 1
10 56 77 58 0
11 32 92 60 0
75 39 69 33 1
61 97 33 6 1
30 91 14 97 1
90 99 87 84 1
67 86 69 13 1
31 79 69 52 1
81 95 88 86 1
57 17 62 68 1
81 45 54 63 1
70 59 85 6 1
44 30 52 22 1
22 42 53 49 1
90 40 77 8 1
47 12 88 23 0
37 9 33 92 1
97 10 2 91 1
14 90 3 19 1
63 76 55 90 1
74 50 24 56 1
42 4 3 68 1
9 79 35 3 1
70 78 24 69 1
40 72 40 14 1
8 35 21 3 1
38 86 69 0 1
48 21 47 96 1
48 56 7 23 1
4 30 13 50 1
3 58 68 42 0
25 82 28 80 1
49 49 14 74 1
97 62 89 54 1
91 79 43 43 1
41 30 58 85 1
69 20 29 97 1
57 50 76 76 1
25 6 34 37 1
42 48 54 50 1
95 70 8 59 1
30 38 94 29 0
94 2 84 57 1
82 55 88 91 1
32 84 37 65 1
38 77 13 86 1
69 97 3 41 1
5 30 4 51 1
1 11 50 83 0
84 79 64 53 1
38 88 25 78 1
16 98 29 53 1
88 56 25 14 1
92 83 63 8 1
83 32 22 16 1
41 31 68 20 1
77 62 16 77 1
90 32 70 88 1
9 85 20 28 1
79 15 12 95 1
44 46 55 77 1
82 89 4 69 1
30 8 2 33 1
34 79 34 96 1
3 58 52 57 0
67 85 55 36 1
61 58 70 85 1
14 14 81 94 0
59 83 98 96 1
96 93 54 23 1
70 55 95 48 1
22 86 54 96 1
1 84 20 13 1
62 70 62 48 1
34 84 34 51 1
10 85 94 42 0
1 6 28 76 0
48 59 50 63 1
75 52 76 48 1
5 46 84 15 0
16 64 25 63 1
37 29 41 75 1
41 90 6 86 1
97 29 82 90 1
75 49 85 8 1
45 48 32 26 1
15 50 80 0 0
73 7 93 99 1
0 32 96 14 0
50 71 98 24 1
34 16 10 54 1
9 11 20 62 1
19 45 84 96 0
22 87 93 87 0
63 48 70 50 1
55 69 14 75 1
26 76 38 35 1
45 37 33 27 1
43 62 88 43 1
36 45 32 2 1
2 76 23 85 1
7 98 95 67 0
58 70 28 40 1
82 48 52 76 1
65 13 72 30 1
79 56 49 92 1
96 27 93 89 1
36 11 82 57 0
76 85 70 73 1
37 43 0 69 1
90 36 13 14 1
51 39 60 18 1
40 5 86 8 0
99 14 51 73 1
60 16 18 46 1
36 93 65 85 1
49 35 87 68 1
65 21 51 31 1
99 6 2 15 1
59 58 39 20 1
32 88 34 70 1
59 54 9 43 1
13 73 84 77 0
13 76 85 37 0
76 78 73 27 1
94 19 21 6 1
99 66 38 19 1
4 80 81 38 0
77 46 37 25 1
13 85 60 37 1
42 4 90 57 0
86 78 78 42 1
83 25 94 48 1
36 11 54 94 1
58 22 65 26 1
80 16 96 80 1
69 10 75 21 1
35 60 86 96 0
57 96 17 77 1
19 85 68 88 1
87 1 7 42 1
74 1 22 50 1
71 9 92 44 1
46 19 69 90 1
8 57 44 85 1
17 5 78 96 0
37 27 94 61 0
60 60 58 56 1
70 76 75 27 1
81 82 79 4 1
16 72 11 41 1
42 62 12 36 1
22 85 43 62 1
73 76 81 87 1
52 55 15 3 1
95 58 47 61 1
11 32 79 25 0
15 65 93 16 0
29 56 93 64 0
61 39 86 2 1
